item_number;block;correct;audio_file;length;probability;tone_classes
30;7;1;04S10Tone_75_A_030.mp3;10;0.75;4
31;7;1;04S10Tone_75_A_031.mp3;10;0.75;4
32;7;1;04S10Tone_75_A_032.mp3;10;0.75;4
33;7;1;04S10Tone_75_A_033.mp3;10;0.75;4
34;7;1;04S10Tone_75_A_034.mp3;10;0.75;4
35;7;1;04S10Tone_75_A_035.mp3;10;0.75;4
36;7;1;04S10Tone_75_A_036.mp3;10;0.75;4
37;7;1;04S10Tone_75_A_037.mp3;10;0.75;4
38;7;1;04S10Tone_75_A_038.mp3;10;0.75;4
39;7;1;04S10Tone_75_A_039.mp3;10;0.75;4
40;7;1;04S10Tone_75_A_040.mp3;10;0.75;4
41;7;1;04S10Tone_75_A_041.mp3;10;0.75;4
42;7;1;04S10Tone_75_A_042.mp3;10;0.75;4
43;7;1;04S10Tone_75_A_043.mp3;10;0.75;4
44;7;1;04S10Tone_75_A_044.mp3;10;0.75;4
45;7;1;04S10Tone_75_A_045.mp3;10;0.75;4
46;7;1;04S10Tone_75_A_046.mp3;10;0.75;4
47;7;1;04S10Tone_75_A_047.mp3;10;0.75;4
48;7;1;04S10Tone_75_A_048.mp3;10;0.75;4
49;7;1;04S10Tone_75_A_049.mp3;10;0.75;4
50;7;1;04S10Tone_75_A_050.mp3;10;0.75;4
1;7;2;04S10Tone_75_B_001.mp3;10;0.75;4
2;7;2;04S10Tone_75_B_002.mp3;10;0.75;4
3;7;2;04S10Tone_75_B_003.mp3;10;0.75;4
4;7;2;04S10Tone_75_B_004.mp3;10;0.75;4
5;7;2;04S10Tone_75_B_005.mp3;10;0.75;4
6;7;2;04S10Tone_75_B_006.mp3;10;0.75;4
7;7;2;04S10Tone_75_B_007.mp3;10;0.75;4
8;7;2;04S10Tone_75_B_008.mp3;10;0.75;4
9;7;2;04S10Tone_75_B_009.mp3;10;0.75;4
10;7;2;04S10Tone_75_B_010.mp3;10;0.75;4
11;7;2;04S10Tone_75_B_011.mp3;10;0.75;4
12;7;2;04S10Tone_75_B_012.mp3;10;0.75;4
13;7;2;04S10Tone_75_B_013.mp3;10;0.75;4
14;7;2;04S10Tone_75_B_014.mp3;10;0.75;4
15;7;2;04S10Tone_75_B_015.mp3;10;0.75;4
16;7;2;04S10Tone_75_B_016.mp3;10;0.75;4
17;7;2;04S10Tone_75_B_017.mp3;10;0.75;4
18;7;2;04S10Tone_75_B_018.mp3;10;0.75;4
19;7;2;04S10Tone_75_B_019.mp3;10;0.75;4
20;7;2;04S10Tone_75_B_020.mp3;10;0.75;4
21;7;2;04S10Tone_75_B_021.mp3;10;0.75;4
22;7;2;04S10Tone_75_B_022.mp3;10;0.75;4
23;7;2;04S10Tone_75_B_023.mp3;10;0.75;4
24;7;2;04S10Tone_75_B_024.mp3;10;0.75;4
25;7;2;04S10Tone_75_B_025.mp3;10;0.75;4
26;7;2;04S10Tone_75_B_026.mp3;10;0.75;4
27;7;2;04S10Tone_75_B_027.mp3;10;0.75;4
28;7;2;04S10Tone_75_B_028.mp3;10;0.75;4
29;7;2;04S10Tone_75_B_029.mp3;10;0.75;4
30;7;2;04S10Tone_75_B_030.mp3;10;0.75;4
31;7;2;04S10Tone_75_B_031.mp3;10;0.75;4
32;7;2;04S10Tone_75_B_032.mp3;10;0.75;4
33;7;2;04S10Tone_75_B_033.mp3;10;0.75;4
34;7;2;04S10Tone_75_B_034.mp3;10;0.75;4
35;7;2;04S10Tone_75_B_035.mp3;10;0.75;4
36;7;2;04S10Tone_75_B_036.mp3;10;0.75;4
37;7;2;04S10Tone_75_B_037.mp3;10;0.75;4
38;7;2;04S10Tone_75_B_038.mp3;10;0.75;4
39;7;2;04S10Tone_75_B_039.mp3;10;0.75;4
40;7;2;04S10Tone_75_B_040.mp3;10;0.75;4
41;7;2;04S10Tone_75_B_041.mp3;10;0.75;4
42;7;2;04S10Tone_75_B_042.mp3;10;0.75;4
43;7;2;04S10Tone_75_B_043.mp3;10;0.75;4
44;7;2;04S10Tone_75_B_044.mp3;10;0.75;4
45;7;2;04S10Tone_75_B_045.mp3;10;0.75;4
46;7;2;04S10Tone_75_B_046.mp3;10;0.75;4
47;7;2;04S10Tone_75_B_047.mp3;10;0.75;4
48;7;2;04S10Tone_75_B_048.mp3;10;0.75;4
49;7;2;04S10Tone_75_B_049.mp3;10;0.75;4
50;7;2;04S10Tone_75_B_050.mp3;10;0.75;4
1;8;1;04S12Tone_85_A_001.mp3;12;0.85;4
2;8;1;04S12Tone_85_A_002.mp3;12;0.85;4
3;8;1;04S12Tone_85_A_003.mp3;12;0.85;4
4;8;1;04S12Tone_85_A_004.mp3;12;0.85;4
5;8;1;04S12Tone_85_A_005.mp3;12;0.85;4
6;8;1;04S12Tone_85_A_006.mp3;12;0.85;4
7;8;1;04S12Tone_85_A_007.mp3;12;0.85;4
8;8;1;04S12Tone_85_A_008.mp3;12;0.85;4
9;8;1;04S12Tone_85_A_009.mp3;12;0.85;4
10;8;1;04S12Tone_85_A_010.mp3;12;0.85;4
11;8;1;04S12Tone_85_A_011.mp3;12;0.85;4
12;8;1;04S12Tone_85_A_012.mp3;12;0.85;4
13;8;1;04S12Tone_85_A_013.mp3;12;0.85;4
14;8;1;04S12Tone_85_A_014.mp3;12;0.85;4
15;8;1;04S12Tone_85_A_015.mp3;12;0.85;4
16;8;1;04S12Tone_85_A_016.mp3;12;0.85;4
17;8;1;04S12Tone_85_A_017.mp3;12;0.85;4
18;8;1;04S12Tone_85_A_018.mp3;12;0.85;4
19;8;1;04S12Tone_85_A_019.mp3;12;0.85;4
20;8;1;04S12Tone_85_A_020.mp3;12;0.85;4
21;8;1;04S12Tone_85_A_021.mp3;12;0.85;4
22;8;1;04S12Tone_85_A_022.mp3;12;0.85;4
23;8;1;04S12Tone_85_A_023.mp3;12;0.85;4
24;8;1;04S12Tone_85_A_024.mp3;12;0.85;4
25;8;1;04S12Tone_85_A_025.mp3;12;0.85;4
26;8;1;04S12Tone_85_A_026.mp3;12;0.85;4
27;8;1;04S12Tone_85_A_027.mp3;12;0.85;4
28;8;1;04S12Tone_85_A_028.mp3;12;0.85;4
29;8;1;04S12Tone_85_A_029.mp3;12;0.85;4
30;8;1;04S12Tone_85_A_030.mp3;12;0.85;4
31;8;1;04S12Tone_85_A_031.mp3;12;0.85;4
32;8;1;04S12Tone_85_A_032.mp3;12;0.85;4
33;8;1;04S12Tone_85_A_033.mp3;12;0.85;4
34;8;1;04S12Tone_85_A_034.mp3;12;0.85;4
35;8;1;04S12Tone_85_A_035.mp3;12;0.85;4
36;8;1;04S12Tone_85_A_036.mp3;12;0.85;4
37;8;1;04S12Tone_85_A_037.mp3;12;0.85;4
38;8;1;04S12Tone_85_A_038.mp3;12;0.85;4
39;8;1;04S12Tone_85_A_039.mp3;12;0.85;4
40;8;1;04S12Tone_85_A_040.mp3;12;0.85;4
41;8;1;04S12Tone_85_A_041.mp3;12;0.85;4
42;8;1;04S12Tone_85_A_042.mp3;12;0.85;4
43;8;1;04S12Tone_85_A_043.mp3;12;0.85;4
44;8;1;04S12Tone_85_A_044.mp3;12;0.85;4
45;8;1;04S12Tone_85_A_045.mp3;12;0.85;4
46;8;1;04S12Tone_85_A_046.mp3;12;0.85;4
47;8;1;04S12Tone_85_A_047.mp3;12;0.85;4
48;8;1;04S12Tone_85_A_048.mp3;12;0.85;4
49;8;1;04S12Tone_85_A_049.mp3;12;0.85;4
50;8;1;04S12Tone_85_A_050.mp3;12;0.85;4
1;8;2;04S12Tone_85_B_001.mp3;12;0.85;4
2;8;2;04S12Tone_85_B_002.mp3;12;0.85;4
3;8;2;04S12Tone_85_B_003.mp3;12;0.85;4
4;8;2;04S12Tone_85_B_004.mp3;12;0.85;4
5;8;2;04S12Tone_85_B_005.mp3;12;0.85;4
6;8;2;04S12Tone_85_B_006.mp3;12;0.85;4
7;8;2;04S12Tone_85_B_007.mp3;12;0.85;4
8;8;2;04S12Tone_85_B_008.mp3;12;0.85;4
9;8;2;04S12Tone_85_B_009.mp3;12;0.85;4
10;8;2;04S12Tone_85_B_010.mp3;12;0.85;4
11;8;2;04S12Tone_85_B_011.mp3;12;0.85;4
12;8;2;04S12Tone_85_B_012.mp3;12;0.85;4
13;8;2;04S12Tone_85_B_013.mp3;12;0.85;4
14;8;2;04S12Tone_85_B_014.mp3;12;0.85;4
15;8;2;04S12Tone_85_B_015.mp3;12;0.85;4
16;8;2;04S12Tone_85_B_016.mp3;12;0.85;4
17;8;2;04S12Tone_85_B_017.mp3;12;0.85;4
18;8;2;04S12Tone_85_B_018.mp3;12;0.85;4
19;8;2;04S12Tone_85_B_019.mp3;12;0.85;4
20;8;2;04S12Tone_85_B_020.mp3;12;0.85;4
21;8;2;04S12Tone_85_B_021.mp3;12;0.85;4
22;8;2;04S12Tone_85_B_022.mp3;12;0.85;4
23;8;2;04S12Tone_85_B_023.mp3;12;0.85;4
24;8;2;04S12Tone_85_B_024.mp3;12;0.85;4
25;8;2;04S12Tone_85_B_025.mp3;12;0.85;4
26;8;2;04S12Tone_85_B_026.mp3;12;0.85;4
27;8;2;04S12Tone_85_B_027.mp3;12;0.85;4
28;8;2;04S12Tone_85_B_028.mp3;12;0.85;4
29;8;2;04S12Tone_85_B_029.mp3;12;0.85;4
30;8;2;04S12Tone_85_B_030.mp3;12;0.85;4
31;8;2;04S12Tone_85_B_031.mp3;12;0.85;4
32;8;2;04S12Tone_85_B_032.mp3;12;0.85;4
33;8;2;04S12Tone_85_B_033.mp3;12;0.85;4
34;8;2;04S12Tone_85_B_034.mp3;12;0.85;4
35;8;2;04S12Tone_85_B_035.mp3;12;0.85;4
36;8;2;04S12Tone_85_B_036.mp3;12;0.85;4
37;8;2;04S12Tone_85_B_037.mp3;12;0.85;4
38;8;2;04S12Tone_85_B_038.mp3;12;0.85;4
39;8;2;04S12Tone_85_B_039.mp3;12;0.85;4
40;8;2;04S12Tone_85_B_040.mp3;12;0.85;4
41;8;2;04S12Tone_85_B_041.mp3;12;0.85;4
42;8;2;04S12Tone_85_B_042.mp3;12;0.85;4
43;8;2;04S12Tone_85_B_043.mp3;12;0.85;4
44;8;2;04S12Tone_85_B_044.mp3;12;0.85;4
45;8;2;04S12Tone_85_B_045.mp3;12;0.85;4
46;8;2;04S12Tone_85_B_046.mp3;12;0.85;4
47;8;2;04S12Tone_85_B_047.mp3;12;0.85;4
48;8;2;04S12Tone_85_B_048.mp3;12;0.85;4
49;8;2;04S12Tone_85_B_049.mp3;12;0.85;4
50;8;2;04S12Tone_85_B_050.mp3;12;0.85;4
1;9;1;05S10Tone_85_A_001.mp3;10;0.85;5
2;9;1;05S10Tone_85_A_002.mp3;10;0.85;5
3;9;1;05S10Tone_85_A_003.mp3;10;0.85;5
4;9;1;05S10Tone_85_A_004.mp3;10;0.85;5
5;9;1;05S10Tone_85_A_005.mp3;10;0.85;5
6;9;1;05S10Tone_85_A_006.mp3;10;0.85;5
7;9;1;05S10Tone_85_A_007.mp3;10;0.85;5
8;9;1;05S10Tone_85_A_008.mp3;10;0.85;5
9;9;1;05S10Tone_85_A_009.mp3;10;0.85;5
10;9;1;05S10Tone_85_A_010.mp3;10;0.85;5
11;9;1;05S10Tone_85_A_011.mp3;10;0.85;5
12;9;1;05S10Tone_85_A_012.mp3;10;0.85;5
13;9;1;05S10Tone_85_A_013.mp3;10;0.85;5
14;9;1;05S10Tone_85_A_014.mp3;10;0.85;5
15;9;1;05S10Tone_85_A_015.mp3;10;0.85;5
16;9;1;05S10Tone_85_A_016.mp3;10;0.85;5
17;9;1;05S10Tone_85_A_017.mp3;10;0.85;5
18;9;1;05S10Tone_85_A_018.mp3;10;0.85;5
19;9;1;05S10Tone_85_A_019.mp3;10;0.85;5
20;9;1;05S10Tone_85_A_020.mp3;10;0.85;5
21;9;1;05S10Tone_85_A_021.mp3;10;0.85;5
22;9;1;05S10Tone_85_A_022.mp3;10;0.85;5
23;9;1;05S10Tone_85_A_023.mp3;10;0.85;5
24;9;1;05S10Tone_85_A_024.mp3;10;0.85;5
25;9;1;05S10Tone_85_A_025.mp3;10;0.85;5
26;9;1;05S10Tone_85_A_026.mp3;10;0.85;5
27;9;1;05S10Tone_85_A_027.mp3;10;0.85;5
28;9;1;05S10Tone_85_A_028.mp3;10;0.85;5
29;9;1;05S10Tone_85_A_029.mp3;10;0.85;5
30;9;1;05S10Tone_85_A_030.mp3;10;0.85;5
31;9;1;05S10Tone_85_A_031.mp3;10;0.85;5
32;9;1;05S10Tone_85_A_032.mp3;10;0.85;5
33;9;1;05S10Tone_85_A_033.mp3;10;0.85;5
34;9;1;05S10Tone_85_A_034.mp3;10;0.85;5
35;9;1;05S10Tone_85_A_035.mp3;10;0.85;5
36;9;1;05S10Tone_85_A_036.mp3;10;0.85;5
37;9;1;05S10Tone_85_A_037.mp3;10;0.85;5
38;9;1;05S10Tone_85_A_038.mp3;10;0.85;5
39;9;1;05S10Tone_85_A_039.mp3;10;0.85;5
40;9;1;05S10Tone_85_A_040.mp3;10;0.85;5
41;9;1;05S10Tone_85_A_041.mp3;10;0.85;5
42;9;1;05S10Tone_85_A_042.mp3;10;0.85;5
43;9;1;05S10Tone_85_A_043.mp3;10;0.85;5
44;9;1;05S10Tone_85_A_044.mp3;10;0.85;5
45;9;1;05S10Tone_85_A_045.mp3;10;0.85;5
46;9;1;05S10Tone_85_A_046.mp3;10;0.85;5
47;9;1;05S10Tone_85_A_047.mp3;10;0.85;5
48;9;1;05S10Tone_85_A_048.mp3;10;0.85;5
49;9;1;05S10Tone_85_A_049.mp3;10;0.85;5
50;9;1;05S10Tone_85_A_050.mp3;10;0.85;5
1;9;2;05S10Tone_85_B_001.mp3;10;0.85;5
2;9;2;05S10Tone_85_B_002.mp3;10;0.85;5
3;9;2;05S10Tone_85_B_003.mp3;10;0.85;5
4;9;2;05S10Tone_85_B_004.mp3;10;0.85;5
5;9;2;05S10Tone_85_B_005.mp3;10;0.85;5
6;9;2;05S10Tone_85_B_006.mp3;10;0.85;5
7;9;2;05S10Tone_85_B_007.mp3;10;0.85;5
8;9;2;05S10Tone_85_B_008.mp3;10;0.85;5
9;9;2;05S10Tone_85_B_009.mp3;10;0.85;5
10;9;2;05S10Tone_85_B_010.mp3;10;0.85;5
11;9;2;05S10Tone_85_B_011.mp3;10;0.85;5
12;9;2;05S10Tone_85_B_012.mp3;10;0.85;5
13;9;2;05S10Tone_85_B_013.mp3;10;0.85;5
14;9;2;05S10Tone_85_B_014.mp3;10;0.85;5
15;9;2;05S10Tone_85_B_015.mp3;10;0.85;5
16;9;2;05S10Tone_85_B_016.mp3;10;0.85;5
17;9;2;05S10Tone_85_B_017.mp3;10;0.85;5
18;9;2;05S10Tone_85_B_018.mp3;10;0.85;5
19;9;2;05S10Tone_85_B_019.mp3;10;0.85;5
20;9;2;05S10Tone_85_B_020.mp3;10;0.85;5
21;9;2;05S10Tone_85_B_021.mp3;10;0.85;5
22;9;2;05S10Tone_85_B_022.mp3;10;0.85;5
23;9;2;05S10Tone_85_B_023.mp3;10;0.85;5
24;9;2;05S10Tone_85_B_024.mp3;10;0.85;5
25;9;2;05S10Tone_85_B_025.mp3;10;0.85;5
26;9;2;05S10Tone_85_B_026.mp3;10;0.85;5
27;9;2;05S10Tone_85_B_027.mp3;10;0.85;5
28;9;2;05S10Tone_85_B_028.mp3;10;0.85;5
29;9;2;05S10Tone_85_B_029.mp3;10;0.85;5
30;9;2;05S10Tone_85_B_030.mp3;10;0.85;5
31;9;2;05S10Tone_85_B_031.mp3;10;0.85;5
32;9;2;05S10Tone_85_B_032.mp3;10;0.85;5
33;9;2;05S10Tone_85_B_033.mp3;10;0.85;5
34;9;2;05S10Tone_85_B_034.mp3;10;0.85;5
35;9;2;05S10Tone_85_B_035.mp3;10;0.85;5
36;9;2;05S10Tone_85_B_036.mp3;10;0.85;5
37;9;2;05S10Tone_85_B_037.mp3;10;0.85;5
38;9;2;05S10Tone_85_B_038.mp3;10;0.85;5
39;9;2;05S10Tone_85_B_039.mp3;10;0.85;5
40;9;2;05S10Tone_85_B_040.mp3;10;0.85;5
41;9;2;05S10Tone_85_B_041.mp3;10;0.85;5
42;9;2;05S10Tone_85_B_042.mp3;10;0.85;5
43;9;2;05S10Tone_85_B_043.mp3;10;0.85;5
44;9;2;05S10Tone_85_B_044.mp3;10;0.85;5
45;9;2;05S10Tone_85_B_045.mp3;10;0.85;5
46;9;2;05S10Tone_85_B_046.mp3;10;0.85;5
47;9;2;05S10Tone_85_B_047.mp3;10;0.85;5
48;9;2;05S10Tone_85_B_048.mp3;10;0.85;5
49;9;2;05S10Tone_85_B_049.mp3;10;0.85;5
50;9;2;05S10Tone_85_B_050.mp3;10;0.85;5
